"DAT_OCR";"NUM_PLACA";"NUM_VELOCIDADE";"COD_LATITUDE";"COD_LONGITUDE";"LOCEQUIP"
23/07/23;"RTU5808";21;"-22.9731500000";"-43.3854850000";"AVENIDA EMBAIXADOR ABELARDO BUENO PROXIMO AO Nº 2400 - SENTIDO RIOCENTRO - FX 3 PISTA CENTRAL"
23/07/23;"LLY5232";37;"-22.8722222000";"-43.5536111111";"ESTRADA DO MENDANHA PROXIMO AO Nº 2123 - SENTIDO ESTRADA DA POSSE - FX 2"
23/07/23;"WJA3523";36;"-22.8686111000";"-43.3505555556";"RUA CAROLINA MACHADO PROXIMO AO Nº 1068 - SENTIDO CASCADURA - FX 1"
23/07/23;"LMB5171";39;"-22.8813889000";"-43.4983333333";"AVENIDA DE SANTA CRUZ PROXIMO AO Nº 8264 - SENTIDO CAMPO GRANDE - FX 1"
23/07/23;"IIG3163";22;"-22.9147222000";"-43.3872222222";"ESTRADA DA SOCA PROXIMO AO Nº 464 - SENTIDO ESTRADA DO RIO GRANDE - FX 1"
23/07/23;"OPJ9261";47;"-22.8801381000";"-43.4691400000";"RUA DA FEIRA PROXIMO AO Nº 244 - SENTIDO REALENGO - FX 2"
23/07/23;"LUG1771";56;"-22.9588889000";"-43.3838888889";"ESTRADA DOS BANDEIRANTES PROXIMO AO Nº 4259 - SENTIDO TANQUE - FX 3"
23/07/23;"RVL3655";87;"-23.0002778000";"-43.3750000000";"AVENIDA DAS AMERICAS PROXIMO AO Nº 6101 - SENTIDO SAO CONRADO - FX 3 PISTA CENTRAL"
23/07/23;"LTI9407";60;"-22.9696270000";"-43.2174110000";"AVENIDA BORGES DE MEDEIROS PROXIMO AO Nº 2225 - SENTIDO TUNEL REBOUCAS - FX 1"
23/07/23;"LRY2002";12;"-22.8449490000";"-43.3016280000";"AVENIDA VICENTE DE CARVALHO PROXIMO A PRACA MARCO AURELIO - SENTIDO BARRA - FX 3"
23/07/23;"KOX4J68";18;"-22.9155556000";"-43.3866666667";"ESTRADA DA SOCA PROXIMO AO Nº 395 - SENTIDO ESTRADA DO CAFUNDA - FX 1"
23/07/23;"LSM4989";37;"-22.9083333300";"-43.2741666700";"RUA MARIA ANTONIA PROXIMO AO Nº 175 - SENTIDO ENGENHO NOVO - FX 2"
23/07/23;"VYW3863";21;"-22.9155555600";"-43.2102777800";"RUA JOAO PAULO I PROXIMO AO Nº 387 - SENTIDO TIJUCA - FX 3 FAIXA EXCLUSIVA BRS"
23/07/23;"TMP3124";41;"-22.9050000000";"-43.2772222200";"RUA HERMENGARDA PROXIMO AO Nº 460 - SENTIDO ENGENHO NOVO - FX 3 FAIXA EXCLUSIVA BRS"
23/07/23;"LND4896";34;"-22.9172611000";"-43.3888991667";"AVENIDA DOS MANANCIAIS PROXIMO AO Nº 1132 - SENTIDO ESTRADA DO TINDIBA - FX 1"
23/07/23;"LTD7B74";54;"-23.0040990000";"-43.3226890000";"AVENIDA DAS AMERICAS PROXIMO AO Nº 899 - SENTIDO SAO CONRADO - FX 4 PISTA CENTRAL"
23/07/23;"LUJ3067";55;"-22.9887450000";"-43.4167570000";"AVENIDA SALVADOR ALLENDE PROXIMO AO BRT ILHA PURA - SENTIDO PRAIA - FX 2 PISTA CENTRAL"
23/07/23;"LRG2176";71;"-23.0001060000";"-43.3965960000";"AVENIDA DAS AMERICAS PROXIMO AO Nº 8888 - SENTIDO SANTA CRUZ - FX 2 PISTA CENTRAL"
23/07/23;"KXM9814";42;"-22.9046050000";"-43.1830950000";"AVENIDA PASSOS PROXIMO A RUA BUENOS AIRES - SENTIDO UNICO - FX 3 FAIXA EXCLUSIVA BRS"
23/07/23;"KZC3320";43;"-22.9675310000";"-43.3973870000";"AVENIDA SALVADOR ALLENDE PROXIMO AO Nº 971 - SENTIDO CURICICA - FX 2 PISTA LATERAL"
23/07/23;"PZW2E98";58;"-22.9677060000";"-43.3977170000";"AVENIDA SALVADOR ALLENDE PROXIMO AO Nº 971 - SENTIDO CURICICA - FX 3 PISTA CENTRAL"
23/07/23;"RKS6D68";62;"-23.0188888900";"-43.4833333300";"AVENIDA DAS AMERICAS PROXIMO AO Nº 18000 - SENTIDO SAO CONRADO - FX 2 PISTA LATERAL"
23/07/23;"KYU4695";46;"-22.9584750000";"-43.3836588889";"ESTRADA DOS BANDEIRANTES PROXIMO AO Nº 4450 - SENTIDO RECREIO - FX 3"
23/07/23;"QUD5428";30;"-22.9635390000";"-43.3942830000";"AVENIDA SALVADOR ALLENDE PROXIMO AO Nº 4755 - SENTIDO PRAIA - FX 1 PISTA LATERAL"
23/07/23;"RTI9D92";66;"-23.0183850000";"-43.4831940000";"AVENIDA DAS AMERICAS PROXIMO AO Nº 18000 - SENTIDO SANTA CRUZ - FX 2 PISTA CENTRAL"
23/07/23;"WYY1334";72;"-23.0005440000";"-43.3395780000";"AVENIDA DAS AMERICAS PROXIMO AO Nº 2901 - SENTIDO SAO CONRADO - FX 3 PISTA CENTRAL"
23/07/23;"KYV3426";37;"-22.8449490000";"-43.3016280000";"AVENIDA VICENTE DE CARVALHO PROXIMO A PRACA MARCO AURELIO - SENTIDO BARRA - FX 2"
23/07/23;"RUT9075";19;"-22.9731560000";"-43.3873930000";"AVENIDA EMBAIXADOR ABELARDO BUENO PROXIMO AO Nº 980 - SENTIDO RIOCENTRO - FX 2 PISTA CENTRAL"
23/07/23;"PYL7058";24;"-22.9827070000";"-43.4107630000";"AVENIDA SALVADOR ALLENDE PROXIMO A AVENIDA OLOF PALME - SENTIDO CURICICA - FX 3 PISTA CENTRAL"
23/07/23;"LRY2002";12;"-22.8449490000";"-43.3016280000";"AVENIDA VICENTE DE CARVALHO PROXIMO A PRACA MARCO AURELIO - SENTIDO BARRA - FX 3"
23/07/23;"KRV9232";37;"-22.8644444000";"-43.3636111111";"RUA JOAO VICENTE PROXIMO AO Nº 1231 - SENTIDO CASCADURA - FX 1"
23/07/23;"LMN7188";31;"-22.9338889000";"-43.3283333333";"ESTRADA DOS TRES RIOS PROXIMO AO Nº 1620 - SENTIDO GRAJAU - FX 2"
23/07/23;"RIR5521";32;"-22.9688219000";"-43.6228050000";"AVENIDA DOM JOAO VI PROXIMO AO Nº 37200 - SENTIDO BARRA - FX 4"
23/07/23;"LQU2067";11;"-22.9105819000";"-43.5835900000";"AVENIDA CESARIO DE MELO PROXIMO A RUA MORANGA - SENTIDO SANTA CRUZ - FX 2"
23/07/23;"EUW2153";44;"-22.9321811000";"-43.5745980556";"ESTRADA DO MONTEIRO PROXIMO AO Nº 1346 - SENTIDO BARRA - FX 1"
23/07/23;"KPN9051";32;"-22.8591667000";"-43.3747222222";"RUA JOAO VICENTE PROXIMO AO Nº 1775 - SENTIDO DEODORO - FX 2"
23/07/23;"RJP9339";66;"-23.0150000000";"-43.4705555600";"AVENIDA DAS AMERICAS PROXIMO AO Nº 16401 - SENTIDO SANTA CRUZ - FX 2 PISTA LATERAL"
23/07/23;"AJT1615";67;"-23.0030240000";"-43.3241540000";"AVENIDA DAS AMERICAS PROXIMO AO N° 900 - SENTIDO SANTA CRUZ - FX 2 PISTA CENTRAL"
23/07/23;"RKV8C37";60;"-22.8885930000";"-43.2229310000";"AVENIDA BRASIL PROXIMO AO Nº 1765 - SENTIDO CENTRO - FX 1 PISTA CENTRAL FAIXA EXCLUSIVA BRT"
23/07/23;"LWJ8848";29;"-22.9537020000";"-43.3757780000";"ESTRADA DOS BANDEIRANTES PROXIMO AO Nº 3300 - SENTIDO RECREIO - FX 3"
23/07/23;"PZN4912";69;"-23.0001060000";"-43.3965960000";"AVENIDA DAS AMERICAS PROXIMO AO Nº 8888 - SENTIDO SANTA CRUZ - FX 2 PISTA CENTRAL"
23/07/23;"RJH3668";60;"-22.9640820000";"-43.3945510000";"AVENIDA SALVADOR ALLENDE PROXIMO AO N° 4700 - SENTIDO CURICICA - FX 3 PISTA CENTRAL"
23/07/23;"LOE7503";23;"-22.9827070000";"-43.4107630000";"AVENIDA SALVADOR ALLENDE PROXIMO A AVENIDA OLOF PALME - SENTIDO CURICICA - FX 2 PISTA CENTRAL"
23/07/23;"LOE2503";4;"-22.9827070000";"-43.4107630000";"AVENIDA SALVADOR ALLENDE PROXIMO A AVENIDA OLOF PALME - SENTIDO CURICICA - FX 2 PISTA CENTRAL"
23/07/23;"KRY3654";61;"-23.0029500000";"-43.4330500000";"AVENIDA SALVADOR ALLENDE PROXIMO AO Nº 5400 - SENTIDO PRAIA - FX 2 PISTA CENTRAL"
23/07/23;"RIT4333";27;"-22.9808880000";"-43.4095510000";"AVENIDA SALVADOR ALLENDE PROXIMO AO BRT OLOF PALME - SENTIDO PRAIA - FX 3 PISTA CENTRAL"
23/07/23;"LSG5206";43;"-22.9363889000";"-43.3513888889";"AVENIDA GEREMARIO DANTAS PROXIMO AO Nº 1052 - SENTIDO RUA CANDIDO BENICIO - FX 1"
23/07/23;"RKD9690";66;"-23.0150000000";"-43.4705555600";"AVENIDA DAS AMERICAS PROXIMO AO Nº 16401 - SENTIDO SANTA CRUZ - FX 3 PISTA LATERAL"
23/07/23;"PGV2170";42;"-22.9125000000";"-43.2000000000";"AVENIDA SALVADOR DE SA PROXIMO AO Nº 156 - SENTIDO ESTACIO - FX 2"
23/07/23;"MJY5512";50;"-22.9186111100";"-43.2183333300";"RUA DOUTOR SATAMINI PROXIMO AO Nº 129 - SENTIDO SAENS PENA - FX 2"
23/07/23;"LRW6858";34;"-22.9166666700";"-43.2130555600";"RUA DOUTOR SATAMINI PROXIMO A PRACA DA MEDALHA MILAGROSA - SENTIDO SAENS PENA - FX 2"
23/07/23;"KRL6166";49;"-22.9040000000";"-43.2734020000";"RUA ARQUIAS CORDEIRO PROXIMO AO Nº 112 - SENTIDO UNICO - FX 2"
23/07/23;"ROY3031";39;"-22.8626130000";"-43.5437060000";"ESTRADA DO MENDANHA PROXIMO AO Nº 3335 - SENTIDO WEST SHOPPING - FX 1"
23/07/23;"LOC1J49";74;"-22.9443520000";"-43.3402380000";"ESTRADA DE JACAREPAGUA PROXIMO AO Nº 7396 - SENTIDO ITANHANGA - FX 1"
23/07/23;"RJF2310";48;"-23.0002830000";"-43.3539110000";"AVENIDA DAS AMERICAS PROXIMO AO Nº 3979 - SENTIDO SAO CONRADO - FX 3 PISTA CENTRAL"
23/07/23;"KQQ5054";51;"-22.9675310000";"-43.3973870000";"AVENIDA SALVADOR ALLENDE PROXIMO AO Nº 971 - SENTIDO CURICICA - FX 2 PISTA LATERAL"
23/07/23;"RFJ2694";68;"-23.0000690000";"-43.3555950000";"AVENIDA DAS AMERICAS PROXIMO AO Nº 4093 - SENTIDO SAO CONRADO - FX 2 PISTA CENTRAL"
23/07/23;"AJT1615";67;"-23.0030240000";"-43.3241540000";"AVENIDA DAS AMERICAS PROXIMO AO N° 900 - SENTIDO SANTA CRUZ - FX 2 PISTA CENTRAL"
23/07/23;"PZN4912";69;"-23.0001060000";"-43.3965960000";"AVENIDA DAS AMERICAS PROXIMO AO Nº 8888 - SENTIDO SANTA CRUZ - FX 2 PISTA CENTRAL"
23/07/23;"LWJ8848";29;"-22.9537020000";"-43.3757780000";"ESTRADA DOS BANDEIRANTES PROXIMO AO Nº 3300 - SENTIDO RECREIO - FX 3"
23/07/23;"RKV8C37";60;"-22.8885930000";"-43.2229310000";"AVENIDA BRASIL PROXIMO AO Nº 1765 - SENTIDO CENTRO - FX 1 PISTA CENTRAL FAIXA EXCLUSIVA BRT"
23/07/23;"LAW7I05";42;"-22.9000000000";"-43.6797222222";"AVENIDA PADRE GUILHERME DECAMINADA PROXIMO AO Nº 1800 - SENTIDO AVENIDA BRASIL - FX 2"
23/07/23;"RBC7437";53;"-22.8997222000";"-43.6797222222";"AVENIDA PADRE GUILHERME DECAMINADA PROXIMO AO Nº 1800 - SENTIDO GUARATIBA - FX 1"
23/07/23;"RJI3614";17;"-22.9024020000";"-43.3553810000";"RUA CANDIDO BENICIO PROXIMO AO Nº 2491 - SENTIDO GALEAO - FX 2"
23/07/23;"PMV0336";23;"-22.9019070000";"-43.3553340000";"RUA CANDIDO BENICIO PROXIMO AO Nº 2426 - SENTIDO BARRA - FX 2"
23/07/23;"QUJ1322";42;"-22.8449490000";"-43.3016280000";"AVENIDA VICENTE DE CARVALHO PROXIMO A PRACA MARCO AURELIO - SENTIDO BARRA - FX 2"
23/07/23;"KRG5I72";22;"-22.9808880000";"-43.4095510000";"AVENIDA SALVADOR ALLENDE PROXIMO AO BRT OLOF PALME - SENTIDO PRAIA - FX 2 PISTA CENTRAL"
23/07/23;"LTO3I60";38;"-22.9046050000";"-43.1830950000";"AVENIDA PASSOS PROXIMO A RUA BUENOS AIRES - SENTIDO UNICO - FX 1"
23/07/23;"KZN3I87";61;"-23.0035420000";"-43.4334500000";"AVENIDA SALVADOR ALLENDE PROXIMO AO Nº 5400 - SENTIDO CURICICA - FX 3 PISTA CENTRAL"
23/07/23;"LSE2035";44;"-22.9735550000";"-43.3878990000";"AVENIDA EMBAIXADOR ABELARDO BUENO PROXIMO AO Nº 980 - SENTIDO LINHA AMARELA - FX 1 PISTA LATERAL"
23/07/23;"LSY6319";26;"-22.9827070000";"-43.4107630000";"AVENIDA SALVADOR ALLENDE PROXIMO A AVENIDA OLOF PALME - SENTIDO CURICICA - FX 3 PISTA CENTRAL"
23/07/23;"QNA9453";23;"-22.9731500000";"-43.3854850000";"AVENIDA EMBAIXADOR ABELARDO BUENO PROXIMO AO Nº 2400 - SENTIDO RIOCENTRO - FX 3 PISTA CENTRAL"
23/07/23;"FSP7017";51;"-22.9997222200";"-43.3966666700";"AVENIDA DAS AMERICAS PROXIMO AO Nº 8505 - SENTIDO SANTA CRUZ - FX 1 PISTA LATERAL"
23/07/23;"YVY1627";52;"-22.8808333000";"-43.5108333333";"AVENIDA DE SANTA CRUZ PROXIMO AO Nº 9591 - SENTIDO REALENGO - FX 1"
23/07/23;"KIJ3964";24;"-22.8695416667";"-43.5544411111";"ESTRADA DO MENDANHA PROXIMO AO Nº 1299 - SENTIDO ESTRADA DA POSSE - FX 2"
23/07/23;"BWX1F62";47;"-22.9016666700";"-43.1805555600";"AVENIDA PRESIDENTE VARGAS PROXIMO AO Nº 534 - SENTIDO PRACA DA BANDEIRA - FX 2 PISTA CENTRAL"
23/07/23;"DGY2H42";53;"-22.9041666700";"-43.1877777800";"AVENIDA PRESIDENTE VARGAS PROXIMO AO Nº 1261 - SENTIDO PRACA XV - FX 2 PISTA LATERAL"
23/07/23;"QUY5I29";49;"-22.9729770000";"-43.2178960000";"AVENIDA BORGES DE MEDEIROS PROXIMO AO Nº 1601 - SENTIDO PRAIA - FX 2"
23/07/23;"DMA1032";65;"-22.8971169000";"-43.1833902800";"TUNEL PREFEITO MARCELLO ALENCAR PROXIMO AO PORTAO 05 - SENTIDO ATERRO - FX 3"
23/07/23;"KRD9065";67;"-22.9034000000";"-43.2459040000";"AVENIDA MARECHAL RONDON PROXIMO AO Nº 704 - SENTIDO UNICO - FX 2"
23/07/23;"KZB4438";36;"-22.8626130000";"-43.5437060000";"ESTRADA DO MENDANHA PROXIMO AO Nº 3335 - SENTIDO WEST SHOPPING - FX 2"
23/07/23;"KPN5593";23;"-22.8155556000";"-43.1886111111";"AVENIDA CORONEL LUIS DE OLIVEIRA SAMPAIO PROXIMO AO Nº 195 - SENTIDO RIBEIRA - FX 1"
23/07/23;"LPH2716";32;"-22.8738889000";"-43.5533333333";"ESTRADA DO MENDANHA PROXIMO AO Nº 2056 - SENTIDO ESTRADA DO GUANDU - FX 2"
23/07/23;"LTV7147";57;"-22.9732210000";"-43.3657070000";"AVENIDA EMBAIXADOR ABELARDO BUENO PROXIMO AO Nº 600 - SENTIDO RIOCENTRO - FX 3 PISTA CENTRAL"
23/07/23;"LTU5053";17;"-22.8573510000";"-43.2576410000";"RUA CARDOSO DE MORAIS PROXIMO A RUA EMILIO ZALUAR - SENTIDO UNICO - FX 1"
23/07/23;"RJI3614";17;"-22.9024020000";"-43.3553810000";"RUA CANDIDO BENICIO PROXIMO AO Nº 2491 - SENTIDO GALEAO - FX 2"
23/07/23;"KOX1382";32;"-22.8016667000";"-43.2022222222";"AVENIDA MAESTRO PAULO E SILVA PROXIMO AO Nº 400 - SENTIDO MONERO - FX 1"
23/07/23;"QUL3I64";9;"-22.9105819000";"-43.5835900000";"AVENIDA CESARIO DE MELO PROXIMO A RUA MORANGA - SENTIDO SANTA CRUZ - FX 3"
23/07/23;"CNM3898";63;"-23.0002830000";"-43.3539110000";"AVENIDA DAS AMERICAS PROXIMO AO Nº 3979 - SENTIDO SAO CONRADO - FX 2 PISTA CENTRAL"
23/07/23;"KRL8406";44;"-23.0002830000";"-43.3539110000";"AVENIDA DAS AMERICAS PROXIMO AO Nº 3979 - SENTIDO SAO CONRADO - FX 3 PISTA CENTRAL"
23/07/23;"OOB1024";70;"-23.0001890000";"-43.3469430000";"AVENIDA DAS AMERICAS PROXIMO AO Nº 3434 - SENTIDO SANTA CRUZ - FX 3 PISTA CENTRAL"
23/07/23;"MLP2642";69;"-23.0015980000";"-43.3282080000";"AVENIDA DAS AMERICAS PROXIMO AO Nº 2151 - SENTIDO SANTA CRUZ - FX 3 PISTA CENTRAL"
23/07/23;"KYK9844";16;"-22.9709110000";"-43.3884380000";"ESTRADA CORONEL PEDRO CORREA PROXIMO AO Nº 1127 - SENTIDO CURICICA - FX 2"
23/07/23;"GFC0079";64;"-22.9677060000";"-43.3977170000";"AVENIDA SALVADOR ALLENDE PROXIMO AO Nº 971 - SENTIDO CURICICA - FX 2 PISTA CENTRAL"
23/07/23;"RIX5107";62;"-23.0004550000";"-43.4301970000";"AVENIDA SALVADOR ALLENDE PROXIMO AO Nº 6300 - SENTIDO PRAIA - FX 2 PISTA CENTRAL"
23/07/23;"EMS6G62";21;"-22.9731500000";"-43.3854850000";"AVENIDA EMBAIXADOR ABELARDO BUENO PROXIMO AO Nº 2400 - SENTIDO RIOCENTRO - FX 2 PISTA CENTRAL"
23/07/23;"LUC7638";19;"-22.9814720000";"-43.4096480000";"AVENIDA SALVADOR ALLENDE PROXIMO AO BRT OLOF PALME - SENTIDO CURICICA - FX 2 PISTA LATERAL"
23/07/23;"PJK0077";60;"-22.9640820000";"-43.3945510000";"AVENIDA SALVADOR ALLENDE PROXIMO AO N° 4700 - SENTIDO CURICICA - FX 2 PISTA CENTRAL"
23/07/23;"KYD8868";21;"-22.9809930000";"-43.4099180000";"AVENIDA SALVADOR ALLENDE PROXIMO AO BRT OLOF PALME - SENTIDO PRAIA - FX 2 PISTA LATERAL"
23/07/23;"WYT7374";23;"-22.9730640000";"-43.3794520000";"AVENIDA EMBAIXADOR ABELARDO BUENO PROXIMO A AVENIDA IMPERATRIZ LEOPOLDINA - SENTIDO RIOCENTRO - FX 2 PISTA LATERAL"
23/07/23;"LLA7I10";18;"-22.8973480000";"-43.3517110000";"RUA CANDIDO BENICIO PROXIMO A RUA BARONESA - SENTIDO GALEAO - FX 4"
23/07/23;"DOI1E92";67;"-22.9167060000";"-43.3622050000";"AVENIDA NELSON CARDOSO PROXIMO A AVENIDA GEREMARIO DANTAS - SENTIDO PRACA SECA - FX 3"
23/07/23;"LQV7594";20;"-22.8522520000";"-43.3162400000";"AVENIDA PASTOR MARTIN LUTHER KING JUNIOR PROXIMO A RUA ENGENHEIRO MARIO DE CARVALHO - SENTIDO BENFICA - FX 1"
23/07/23;"LOV7594";3;"-22.8522520000";"-43.3162400000";"AVENIDA PASTOR MARTIN LUTHER KING JUNIOR PROXIMO A RUA ENGENHEIRO MARIO DE CARVALHO - SENTIDO BENFICA - FX 1"
23/07/23;"LMJ3137";55;"-22.9677060000";"-43.3977170000";"AVENIDA SALVADOR ALLENDE PROXIMO AO Nº 971 - SENTIDO CURICICA - FX 3 PISTA CENTRAL"
23/07/23;"LTS8I41";21;"-22.9808880000";"-43.4095510000";"AVENIDA SALVADOR ALLENDE PROXIMO AO BRT OLOF PALME - SENTIDO PRAIA - FX 2 PISTA CENTRAL"
23/07/23;"HHX3358";14;"-22.9730640000";"-43.3794520000";"AVENIDA EMBAIXADOR ABELARDO BUENO PROXIMO A AVENIDA IMPERATRIZ LEOPOLDINA - SENTIDO RIOCENTRO - FX 1 PISTA LATERAL"
23/07/23;"QYT7431";51;"-22.9998380000";"-43.3543610000";"AVENIDA DAS AMERICAS PROXIMO AO Nº 4430 - SENTIDO SANTA CRUZ - FX 3 PISTA CENTRAL"
23/07/23;"RKM6865";60;"-23.0029500000";"-43.4330500000";"AVENIDA SALVADOR ALLENDE PROXIMO AO Nº 5400 - SENTIDO PRAIA - FX 3 PISTA CENTRAL"
23/07/23;"EYT0429";61;"-23.0008411000";"-43.4181319444";"AVENIDA DAS AMERICAS PROXIMO AO Nº 10650 - SENTIDO SANTA CRUZ - FX 3 PISTA CENTRAL"
23/07/23;"IKP8194";40;"-22.9363889000";"-43.3513888889";"AVENIDA GEREMARIO DANTAS PROXIMO AO Nº 1052 - SENTIDO RUA CANDIDO BENICIO - FX 1"
23/07/23;"KXU8569";33;"-22.9050000000";"-43.2772222200";"RUA HERMENGARDA PROXIMO AO Nº 460 - SENTIDO ENGENHO NOVO - FX 2"
23/07/23;"KRY9148";50;"-22.9050000000";"-43.1900000000";"AVENIDA PRESIDENTE VARGAS PROXIMO AO Nº 1733 - SENTIDO PRACA XV - FX 3 PISTA LATERAL FAIXA EXCLUSIVA BRS"
23/07/23;"KVV6185";71;"-22.8969913000";"-43.1831846900";"TUNEL PREFEITO MARCELLO ALENCAR PROXIMO AO PORTAO 05 - SENTIDO RODOVIARIA - FX 2"
23/07/23;"KWT5072";50;"-22.9498820000";"-43.1777590000";"AVENIDA HENRIQUE DODSWORTH PROXIMO AO Nº 183 - SENTIDO COPACABANA - FX 1"
23/07/23;"LRB3031";54;"-22.9696270000";"-43.2174110000";"AVENIDA BORGES DE MEDEIROS PROXIMO AO Nº 2225 - SENTIDO TUNEL REBOUCAS - FX 2"
23/07/23;"OPU4002";21;"-22.9729770000";"-43.2178960000";"AVENIDA BORGES DE MEDEIROS PROXIMO AO Nº 1601 - SENTIDO PRAIA - FX 1"
23/07/23;"OXB0G00";46;"-22.9974840000";"-43.3651030000";"AVENIDA AYRTON SENNA KM 1,7 - SENTIDO LINHA AMARELA - FX 3"
23/07/23;"PAI1053";78;"-22.8438540000";"-43.2501470000";"AVENIDA BRASIL PROXIMO A RUA JUBAL LIMA - SENTIDO SANTA CRUZ - FX 2 PISTA CENTRAL"
23/07/23;"AZM7182";50;"-22.8999160000";"-43.5424560000";"RUA ARTHUR RIOS PROXIMO AO Nº 929 - SENTIDO BANGU - FX 1"
23/07/23;"QWX3H88";50;"-22.9729770000";"-43.2178960000";"AVENIDA BORGES DE MEDEIROS PROXIMO AO Nº 1601 - SENTIDO PRAIA - FX 2"
23/07/23;"KZQ3G09";33;"-22.9092228000";"-43.3786266667";"ESTRADA DO CAFUNDA PROXIMO AO Nº 2125 - SENTIDO BOIUNA - FX 1"
23/07/23;"LSO8381";28;"-22.9054317000";"-43.5779227778";"RUA CAMPO GRANDE PROXIMO AO Nº 2920 - SENTIDO SANTISSIMO - FX 1"
23/07/23;"LQO1804";33;"-22.9497222000";"-43.2611111111";"AVENIDA EDSON PASSOS PROXIMO AO Nº 835 - SENTIDO TIJUCA - FX 1"
23/07/23;"LMI4503";37;"-22.9391667000";"-43.3347222222";"RUA TIROL PROXIMO AO Nº 753 - SENTIDO JACAREPAGUA - FX 1"
23/07/23;"LUJ7647";40;"-22.9411967000";"-43.5905525000";"ESTRADA DO MAGARCA PROXIMO AO Nº 1781 - SENTIDO PEDRA DE GUARATIBA - FX 1"
23/07/23;"VHQ3O92";31;"-22.9911111000";"-43.5936111111";"ESTRADA DO MATO ALTO PROXIMO AO Nº 959 - SENTIDO BARRA - FX 2"
23/07/23;"LRO6947";50;"-22.5914435000";"-43.1807087000";"ESTRADA DA BARRA DA TIJUCA PROXIMO AO Nº 1117 - SENTIDO RIO DAS PEDRAS - FX 2"
23/07/23;"KPO6005";38;"-22.9321811000";"-43.5745980556";"ESTRADA DO MONTEIRO PROXIMO AO Nº 1346 - SENTIDO BARRA - FX 2"
23/07/23;"PYR6F80";29;"-22.8533350000";"-43.3140470000";"AVENIDA PASTOR MARTIN LUTHER KING JUNIOR ACESSO AO SHOPPING CARIOCA - SENTIDO PENHA - FX 2"
23/07/23;"KPA3690";52;"-22.9348070000";"-43.3718130000";"ESTRADA DOS BANDEIRANTES PROXIMO A ESTACAO BRT MERCK - SENTIDO TANQUE - FX 3"
23/07/23;"GMQ8125";5;"-22.8573510000";"-43.2576410000";"RUA CARDOSO DE MORAIS PROXIMO A RUA EMILIO ZALUAR - SENTIDO UNICO - FX 2"
23/07/23;"JRO1G50";23;"-22.9024020000";"-43.3553810000";"RUA CANDIDO BENICIO PROXIMO AO Nº 2491 - SENTIDO GALEAO - FX 2"
23/07/23;"PJZ6658";63;"-23.0002830000";"-43.3539110000";"AVENIDA DAS AMERICAS PROXIMO AO Nº 3979 - SENTIDO SAO CONRADO - FX 2 PISTA CENTRAL"
23/07/23;"OOV7873";44;"-22.9205650000";"-43.3603316667";"AVENIDA GEREMARIO DANTAS PROXIMO AO Nº 183 - SENTIDO PRACA SECA - FX 1"
23/07/23;"LTO4696";26;"-22.9155555600";"-43.2102777800";"RUA JOAO PAULO I PROXIMO AO Nº 387 - SENTIDO TIJUCA - FX 3 FAIXA EXCLUSIVA BRS"
23/07/23;"SHN9159";49;"-22.9125000000";"-43.2000000000";"AVENIDA SALVADOR DE SA PROXIMO AO Nº 156 - SENTIDO ESTACIO - FX 2"
23/07/23;"LSS6745";61;"-23.0040990000";"-43.3226890000";"AVENIDA DAS AMERICAS PROXIMO AO Nº 899 - SENTIDO SAO CONRADO - FX 3 PISTA CENTRAL"
23/07/23;"KWD5040";40;"-22.9348070000";"-43.3718130000";"ESTRADA DOS BANDEIRANTES PROXIMO A ESTACAO BRT MERCK - SENTIDO TANQUE - FX 2"
23/07/23;"RIO6835";49;"-22.9734490000";"-43.3983910000";"AVENIDA EMBAIXADOR ABELARDO BUENO PROXIMO AO Nº 3500 - SENTIDO LINHA AMARELA - FX 1 PISTA LATERAL"
23/07/23;"YJY6035";64;"-23.0002830000";"-43.3539110000";"AVENIDA DAS AMERICAS PROXIMO AO Nº 3979 - SENTIDO SAO CONRADO - FX 3 PISTA CENTRAL"
23/07/23;"OKI3341";52;"-22.8403520000";"-43.2973450000";"AVENIDA VICENTE DE CARVALHO PROXIMO A RUA MONSENHOR PIZARRO - SENTIDO BARRA - FX 2"
23/07/23;"LRM6473";62;"-22.9732370000";"-43.3709890000";"AVENIDA EMBAIXADOR ABELARDO BUENO PROXIMO AO Nº 1111 - SENTIDO RIOCENTRO - FX 3 PISTA CENTRAL"
23/07/23;"LSW0G84";51;"-23.0035420000";"-43.4334500000";"AVENIDA SALVADOR ALLENDE PROXIMO AO Nº 5400 - SENTIDO CURICICA - FX 2 PISTA CENTRAL"
23/07/23;"KRB7941";44;"-23.0031240000";"-43.4334800000";"AVENIDA SALVADOR ALLENDE PROXIMO AO Nº 5400 - SENTIDO PRAIA - FX 2 PISTA LATERAL"
23/07/23;"KRT2680";62;"-23.0000690000";"-43.3555950000";"AVENIDA DAS AMERICAS PROXIMO AO Nº 4093 - SENTIDO SAO CONRADO - FX 2 PISTA CENTRAL"
23/07/23;"LLP6C77";23;"-22.9729910000";"-43.3854900000";"AVENIDA EMBAIXADOR ABELARDO BUENO PROXIMO AO Nº 2400 - SENTIDO RIOCENTRO - FX 1 PISTA LATERAL"
23/07/23;"FRD2725";72;"-23.0001060000";"-43.3965960000";"AVENIDA DAS AMERICAS PROXIMO AO Nº 8888 - SENTIDO SANTA CRUZ - FX 2 PISTA CENTRAL"
